Timestamp,System power generated,Wind speed,Wind direction,Pressure,Air temperature,windfarm power
"Jul 23, 03:00 am",1191.08,8.828,181,0.991886,27.363,490.04
"Jul 23, 04:00 am",1123.28,8.65,187,0.991886,27.063,458.38
"Jul 23, 05:00 am",844.436,7.869,196,0.990307,26.763,351.02
"Jul 23, 06:00 am",563.287,6.91,177,0.990702,26.713,219.12
"Jul 23, 07:00 am",351.107,5.951,189,0.991097,26.663,149.54
"Jul 23, 08:00 am",272.268,5.487,182,0.992577,27.363,102.46
"Jul 23, 09:00 am",249.834,5.358,181,0.993662,28.163,99.31
"Jul 23, 10:00 am",170.626,4.815,171,0.993465,28.963,72.36
"Jul 23, 11:00 am",98.9121,4.221,153,0.991687,29.563,37.03
"Jul 23, 12:00 pm",484.679,6.594,147,0.989712,29.863,178.74
"Jul 23, 01:00 pm",355.768,6.001,134,0.991291,30.163,153.23
"Jul 23, 02:00 pm",784.138,7.701,122,0.990403,29.763,303.8
"Jul 23, 03:00 pm",1767.36,10.084,122,0.989319,28.863,732.94
"Jul 23, 04:00 pm",2274.33,11.221,133,0.988628,28.363,823.37
"Jul 23, 05:00 pm",2314.35,11.339,139,0.988036,28.463,960.93
"Jul 23, 06:00 pm",2434.89,11.666,136,0.990109,27.713,938.13
"Jul 23, 07:00 pm",2555.29,11.992,145,0.992084,26.963,931.3
"Jul 23, 08:00 pm",2534.52,11.942,150,0.989122,26.763,1036.07
"Jul 23, 09:00 pm",1944.59,10.44,163,0.991886,26.863,737.51
"Jul 23, 10:00 pm",1539.98,9.599,178,0.992577,26.963,602.05
"Jul 23, 11:00 pm",1056.39,8.472,183,0.992775,26.963,387.11
"Jul 24, 12:00 am",685.592,7.355,180,0.991788,26.963,254.88
"Jul 24, 01:00 am",243.975,5.319,187,0.99238,26.863,93.65
"Jul 24, 02:00 am",262.331,5.427,184,0.990998,26.763,96.32
"Jul 24, 03:00 am",442.836,6.386,181,0.9909,26.463,191.69
"Jul 24, 04:00 am",586.574,7.009,176,0.990604,26.263,211.45
"Jul 24, 05:00 am",522.665,6.732,186,0.990011,26.063,208.39
"Jul 24, 06:00 am",299.812,5.645,182,0.990406,26.013,110.89
"Jul 24, 07:00 am",141.098,4.558,165,0.990702,25.963,54.27
"Jul 24, 08:00 am",142.699,4.577,174,0.990208,27.063,61.94
"Jul 24, 09:00 am",0.0,2.689,175,0.994847,28.363,0.0
"Jul 24, 10:00 am",31.1208,3.44,166,0.995044,28.963,13.61
"Jul 24, 11:00 am",21.896,3.332,157,0.992575,30.063,8.24
"Jul 24, 12:00 pm",302.481,5.685,117,0.990995,30.063,126.84
"Jul 24, 01:00 pm",1809.78,10.143,115,0.993959,27.963,730.67
"Jul 24, 02:00 pm",1840.36,10.212,128,0.991096,27.363,792.75
"Jul 24, 03:00 pm",2108.73,10.825,124,0.990701,27.563,852.6
"Jul 24, 04:00 pm",2201.88,11.043,135,0.989616,27.763,886.84
"Jul 24, 05:00 pm",2254.62,11.171,139,0.98843,28.063,846.92
"Jul 24, 06:00 pm",2527.47,11.933,130,0.988826,27.513,943.5
"Jul 24, 07:00 pm",2734.2,12.694,139,0.98932,26.963,1184.78
"Jul 24, 08:00 pm",2281.59,11.201,142,0.994157,26.763,881.21
"Jul 24, 09:00 pm",1021.84,8.374,150,0.993663,26.863,398.28
"Jul 24, 10:00 pm",830.498,7.82,154,0.993268,27.063,349.46
"Jul 24, 11:00 pm",633.991,7.187,164,0.993762,27.363,245.42
"Jul 25, 12:00 am",651.593,7.247,163,0.993564,27.563,284.2
"Jul 25, 01:00 am",841.495,7.859,163,0.99238,27.363,352.62
"Jul 25, 02:00 am",784.266,7.672,163,0.992577,26.963,319.82
"Jul 25, 03:00 am",773.318,7.632,170,0.993762,26.763,332.89
"Jul 25, 04:00 am",683.093,7.345,176,0.992676,26.863,248.62
"Jul 25, 05:00 am",522.477,6.732,180,0.991196,26.763,198.84
"Jul 25, 06:00 am",741.955,7.533,175,0.991985,26.463,294.71
"Jul 25, 07:00 am",1003.32,8.324,179,0.992677,26.163,379.41
"Jul 25, 08:00 am",582.741,6.99,181,0.993564,27.063,244.47
"Jul 25, 09:00 am",482.524,6.564,180,0.993465,28.163,209.19
"Jul 25, 10:00 am",278.02,5.526,164,0.995537,29.063,109.51
"Jul 25, 11:00 am",284.81,5.566,130,0.995932,29.263,110.33
"Jul 25, 12:00 pm",1480.43,9.481,127,0.995242,27.963,646.84
"Jul 25, 01:00 pm",2298.94,11.25,129,0.995934,27.263,909.43
"Jul 25, 02:00 pm",2601.66,12.12,131,0.993466,27.063,1038.38
"Jul 25, 03:00 pm",2390.19,11.517,132,0.993564,27.063,927.71
"Jul 25, 04:00 pm",2266.94,11.171,134,0.992577,27.063,981.05
"Jul 25, 05:00 pm",2158.04,10.924,138,0.991788,27.063,875.12
"Jul 25, 06:00 pm",1883.34,10.301,125,0.992281,27.163,792.84
"Jul 25, 07:00 pm",1584.6,9.688,132,0.992676,27.263,673.37
"Jul 25, 08:00 pm",1408.55,9.333,148,0.994354,27.263,545.6
"Jul 25, 09:00 pm",1487.71,9.491,161,0.994058,27.163,587.19
"Jul 25, 10:00 pm",1296.76,9.095,158,0.995144,27.063,554.85
"Jul 25, 11:00 pm",850.353,7.879,163,0.995539,27.063,330.84
"Jul 26, 12:00 am",663.041,7.276,159,0.995736,27.063,280.81
"Jul 26, 01:00 am",453.963,6.426,159,0.996033,26.963,197.6
"Jul 26, 02:00 am",231.364,5.24,156,0.994947,26.963,94.83
"Jul 26, 03:00 am",328.841,5.813,161,0.995243,27.063,137.89
"Jul 26, 04:00 am",295.158,5.615,159,0.994354,26.863,125.27
"Jul 26, 05:00 am",323.737,5.783,164,0.99396,26.563,138.43
"Jul 26, 06:00 am",332.717,5.833,159,0.995046,26.563,130.29
"Jul 26, 07:00 am",339.751,5.872,179,0.99623,26.563,123.7
"Jul 26, 08:00 am",340.423,5.882,190,0.995143,27.163,133.5
"Jul 26, 09:00 am",172.1,4.815,178,0.997611,28.163,71.23
"Jul 26, 10:00 am",0.0,3.045,129,0.997808,28.763,0.0
"Jul 26, 11:00 am",495.256,6.614,98,0.997315,28.363,207.97
"Jul 26, 12:00 pm",1105.92,8.591,116,0.996033,26.963,429.71
"Jul 26, 01:00 pm",1179.9,8.789,123,0.99465,26.963,484.68
"Jul 26, 02:00 pm",1124.67,8.65,127,0.993959,27.363,421.65
"Jul 26, 03:00 pm",1985.82,10.529,122,0.994156,27.163,833.94
"Jul 26, 04:00 pm",2426.81,11.616,126,0.99386,26.763,979.6
"Jul 26, 05:00 pm",2506.8,11.844,129,0.994355,26.663,943.37
"Jul 26, 06:00 pm",2026.31,10.608,121,0.996427,26.763,776.79
"Jul 26, 07:00 pm",1441.87,9.382,126,0.998599,26.863,605.42
"Jul 26, 08:00 pm",1412.25,9.323,130,0.997908,26.863,562.93
"Jul 26, 09:00 pm",1218.54,8.888,141,0.99544,26.963,459.73
"Jul 26, 10:00 pm",1041.2,8.423,143,0.995638,26.963,455.4
"Jul 26, 11:00 pm",1153.72,8.71,149,0.998204,26.963,481.34
"Jul 27, 12:00 am",1078.14,8.512,149,0.997513,26.563,470.68
"Jul 27, 01:00 am",692.638,7.355,137,0.996428,25.463,273.02
"Jul 27, 02:00 am",897.921,8.018,136,0.994751,25.363,357.38
"Jul 27, 03:00 am",812.858,7.741,141,0.996823,25.563,351.02
"Jul 27, 04:00 am",480.812,6.535,154,0.995343,25.763,193.29
"Jul 27, 05:00 am",377.896,6.09,157,0.994552,25.763,157.42
"Jul 27, 06:00 am",310.513,5.694,163,0.996527,25.663,118.05
"Jul 27, 07:00 am",242.205,5.289,165,0.9986,25.563,95.85
"Jul 27, 08:00 am",38.876,3.519,177,0.998698,25.763,14.38
"Jul 27, 09:00 am",36.5339,3.49,149,0.997021,24.863,13.75
"Jul 27, 10:00 am",0.0,2.6,148,0.99633,25.863,0.0
"Jul 27, 11:00 am",0.0,2.145,145,0.997612,27.663,0.0
"Jul 27, 12:00 pm",111.472,4.31,126,0.998203,28.163,48.85
"Jul 27, 01:00 pm",346.82,5.922,110,0.99692,28.063,131.58
"Jul 27, 02:00 pm",1068.98,8.502,111,0.994847,27.363,441.56
"Jul 27, 03:00 pm",1411.13,9.333,119,0.995342,27.063,602.73
"Jul 27, 04:00 pm",1317.08,9.155,133,0.992873,27.263,532.17
"Jul 27, 05:00 pm",1176.78,8.789,137,0.992479,27.363,438.06
"Jul 27, 06:00 pm",1195.51,8.828,123,0.995144,26.913,500.02
"Jul 27, 07:00 pm",1211.66,8.858,124,0.99781,26.463,494.38
"Jul 27, 08:00 pm",792.836,7.691,128,0.994256,26.463,331.8
"Jul 27, 09:00 pm",839.138,7.84,151,0.99475,26.663,353.76
"Jul 27, 10:00 pm",630.004,7.167,167,0.996131,26.963,275.96
"Jul 27, 11:00 pm",460.834,6.456,179,0.996822,27.063,187.05
"Jul 28, 12:00 am",344.307,5.902,189,0.996033,27.063,133.36
"Jul 28, 01:00 am",167.384,4.775,185,0.995243,27.063,68.94
"Jul 28, 02:00 am",59.5871,3.786,172,0.995243,26.963,21.78
"Jul 28, 03:00 am",112.625,4.32,179,0.993959,26.963,48.63
"Jul 28, 04:00 am",122.101,4.399,196,0.992775,26.663,45.12
"Jul 28, 05:00 am",32.4379,3.45,185,0.992281,26.463,12.53
"Jul 28, 06:00 am",0.0,2.818,192,0.992677,25.913,0.0
"Jul 28, 07:00 am",0.0,2.185,168,0.993072,25.363,0.0
"Jul 28, 08:00 am",1.96404,3.065,118,0.993961,25.063,0.77
"Jul 28, 09:00 am",0.0,2.729,108,0.995539,26.363,0.0
"Jul 28, 10:00 am",43.1689,3.579,112,0.997118,27.063,18.49
"Jul 28, 11:00 am",7.84439,3.144,114,0.997117,27.763,3.04
"Jul 28, 12:00 pm",0.0,2.818,107,0.995736,28.263,0.0
"Jul 28, 01:00 pm",36.8148,3.51,103,0.994452,28.563,13.51
"Jul 28, 02:00 pm",321.377,5.783,110,0.992083,28.263,135.67
"Jul 28, 03:00 pm",1396.01,9.313,116,0.992084,27.063,597.22
"Jul 28, 04:00 pm",930.582,8.146,123,0.990011,26.763,348.55
"Jul 28, 05:00 pm",599.045,7.069,138,0.989714,26.963,236.28
"Jul 28, 06:00 pm",753.228,7.573,127,0.991196,26.663,281.13
"Jul 28, 07:00 pm",908.712,8.067,128,0.992776,26.363,378.5
"Jul 28, 08:00 pm",757.131,7.573,149,0.995144,26.363,304.99
"Jul 28, 09:00 pm",883.035,7.978,154,0.994947,26.263,362.77
"Jul 28, 10:00 pm",711.318,7.434,154,0.991788,26.363,267.26
"Jul 28, 11:00 pm",249.941,5.348,156,0.99396,26.463,94.21
"Jul 29, 12:00 am",261.852,5.418,161,0.994355,26.563,95.14
"Jul 29, 01:00 am",179.122,4.874,166,0.992873,26.563,69.1
"Jul 29, 02:00 am",168.446,4.785,170,0.992873,26.463,68.18
"Jul 29, 03:00 am",159.895,4.716,168,0.991097,26.463,68.54
"Jul 29, 04:00 am",97.0685,4.192,168,0.9909,26.463,40.12
"Jul 29, 05:00 am",0.0,3.025,153,0.99169,25.663,0.0
"Jul 29, 06:00 am",38.7772,3.519,136,0.992382,24.013,16.92
"Jul 29, 07:00 am",79.4291,4.014,144,0.993173,22.363,33.16
"Jul 29, 08:00 am",39.3807,3.519,139,0.992679,22.463,17.11
"Jul 29, 09:00 am",8.49598,3.144,137,0.992481,24.063,3.42
"Jul 29, 10:00 am",97.5534,4.192,127,0.992973,26.163,37.14
"Jul 29, 11:00 am",198.971,5.042,121,0.994354,27.463,72.47
"Jul 29, 12:00 pm",914.375,8.097,106,0.992083,27.463,382.29
"Jul 29, 01:00 pm",1409.28,9.333,109,0.993169,26.763,521.02
"Jul 29, 02:00 pm",1190.46,8.828,119,0.990505,26.863,457.4
"Jul 29, 03:00 pm",1114.38,8.631,121,0.990208,27.063,448.65
"Jul 29, 04:00 pm",1375.73,9.283,127,0.988727,27.063,557.38
"Jul 29, 05:00 pm",1805.91,10.143,132,0.988333,26.963,736.9
"Jul 29, 06:00 pm",2029.82,10.647,128,0.988826,26.963,757.73
"Jul 29, 07:00 pm",2253.73,11.152,132,0.98932,26.963,879.81
"Jul 29, 08:00 pm",1777.44,10.074,143,0.991294,26.763,727.64
"Jul 29, 09:00 pm",2224.21,11.072,155,0.992479,26.863,973.28
"Jul 29, 10:00 pm",1019.69,8.374,161,0.991886,26.763,426.45
"Jul 29, 11:00 pm",917.857,8.097,169,0.993564,26.663,398.17
"Jul 30, 12:00 am",868.781,7.939,178,0.993763,26.563,365.74
"Jul 30, 01:00 am",421.365,6.288,188,0.993268,26.663,171.64
"Jul 30, 02:00 am",610.234,7.108,181,0.99238,26.563,229.06
"Jul 30, 03:00 am",675.278,7.316,171,0.992577,26.363,279.12
"Jul 30, 04:00 am",658.929,7.266,174,0.990505,26.063,270.08
"Jul 30, 05:00 am",532.558,6.772,179,0.990011,25.863,217.39
"Jul 30, 06:00 am",434.461,6.347,174,0.9909,26.013,173.43
"Jul 30, 07:00 am",347.179,5.922,189,0.991689,26.163,139.67
"Jul 30, 08:00 am",120.64,4.389,176,0.992479,26.963,46.66
"Jul 30, 09:00 am",234.959,5.269,187,0.993466,27.863,94.35
"Jul 30, 10:00 am",235.824,5.279,173,0.993662,28.763,88.62
"Jul 30, 11:00 am",100.889,4.231,150,0.996327,29.363,42.82
"Jul 30, 12:00 pm",767.993,7.632,124,0.994353,28.963,287.89
"Jul 30, 01:00 pm",1286.78,9.085,137,0.992478,27.863,471.99
"Jul 30, 02:00 pm",1950.62,10.469,138,0.991491,28.063,770.3
"Jul 30, 03:00 pm",1859.49,10.262,139,0.992379,28.463,767.35
"Jul 30, 04:00 pm",2042.33,10.687,138,0.990108,28.463,806.76
"Jul 30, 05:00 pm",1985.59,10.558,140,0.989615,28.063,758.77
"Jul 30, 06:00 pm",2037.19,10.657,134,0.990604,27.063,824.36
"Jul 30, 07:00 pm",2087.82,10.756,140,0.991689,26.063,809.57
"Jul 30, 08:00 pm",1458.13,9.422,143,0.993861,26.163,633.75
"Jul 30, 09:00 pm",1120.57,8.621,149,0.996625,26.263,486.12
"Jul 30, 10:00 pm",685.873,7.345,141,0.994651,26.363,274.48
"Jul 30, 11:00 pm",738.092,7.513,144,0.995243,26.463,285.07
"Jul 31, 12:00 am",835.357,7.83,147,0.993763,26.563,349.99
"Jul 31, 01:00 am",767.633,7.612,138,0.994256,26.763,278.6
"Jul 31, 02:00 am",863.006,7.919,155,0.994255,26.963,343.46
"Jul 31, 03:00 am",766.793,7.612,168,0.993367,26.763,296.68
"Jul 31, 04:00 am",717.726,7.454,175,0.992973,26.463,311.24
"Jul 31, 05:00 am",393.636,6.169,183,0.991393,26.363,142.09
"Jul 31, 06:00 am",199.531,5.042,193,0.992973,26.213,80.66
"Jul 31, 07:00 am",71.0708,3.925,199,0.994651,26.063,29.8
"Jul 31, 08:00 am",227.512,5.22,194,0.992775,26.763,90.73
"Jul 31, 09:00 am",199.975,5.052,193,0.995045,27.963,73.36
"Jul 31, 10:00 am",278.289,5.526,182,0.996721,29.163,121.83
"Jul 31, 11:00 am",697.949,7.405,146,0.996031,29.363,280.19
"Jul 31, 12:00 pm",1014.67,8.374,135,0.993958,28.863,415.14
"Jul 31, 01:00 pm",1212.09,8.888,120,0.994057,28.263,459.3
"Jul 31, 02:00 pm",1887.9,10.311,120,0.993663,27.363,752.67
"Jul 31, 03:00 pm",1812.65,10.143,128,0.99238,27.163,714.79
"Jul 31, 04:00 pm",1995.12,10.558,129,0.99159,27.063,730.2
"Jul 31, 05:00 pm",2627.48,12.219,132,0.986556,26.763,968.21
"Jul 31, 06:00 pm",2636.3,12.259,136,0.986655,26.913,1125.69
"Jul 31, 07:00 pm",2647.1,12.308,136,0.986754,27.063,1003.74
"Jul 31, 08:00 pm",2263.29,11.171,142,0.990701,27.163,850.08
"Jul 31, 09:00 pm",1792.17,10.104,149,0.992775,27.263,717.57
"Jul 31, 10:00 pm",1648.45,9.817,143,0.99238,27.363,694.82
"Jul 31, 11:00 pm",1852.22,10.232,147,0.99238,27.363,675.98
"Aug 1, 12:00 am",2320.08,11.33,149,0.991392,27.463,942.29
"Aug 1, 01:00 am",1988.78,10.549,150,0.990997,27.463,734.93
"Aug 1, 02:00 am",1760.24,10.044,156,0.990998,27.063,638.82
"Aug 1, 03:00 am",1277.09,9.056,163,0.991097,26.863,465.14
"Aug 1, 04:00 am",865.562,7.939,168,0.990208,26.963,369.36
"Aug 1, 05:00 am",533.386,6.782,163,0.99001,26.863,197.05
"Aug 1, 06:00 am",926.77,8.136,148,0.9909,26.913,336.98
"Aug 1, 07:00 am",1485.04,9.491,157,0.991689,26.963,586.64
"Aug 1, 08:00 am",1545.19,9.619,162,0.990899,27.463,660.6
"Aug 1, 09:00 am",1222.21,8.927,156,0.990898,28.563,465.65
"Aug 1, 10:00 am",1653.27,9.847,128,0.991886,28.663,650.95
"Aug 1, 11:00 am",2636.52,12.239,117,0.993959,27.463,957.57
"Aug 1, 12:00 pm",2454.9,11.715,130,0.991688,27.563,971.96
"Aug 1, 01:00 pm",2327.68,11.359,129,0.9908,27.863,945.52
"Aug 1, 02:00 pm",2693.54,12.516,125,0.9908,27.863,1092.7
"Aug 1, 03:00 pm",2791.0,12.951,128,0.991392,27.563,1078.98
"Aug 1, 04:00 pm",2694.0,12.516,130,0.990306,27.563,1037.84
"Aug 1, 05:00 pm",2297.18,11.27,137,0.989813,27.663,846.58
"Aug 1, 06:00 pm",2290.18,11.25,127,0.989616,27.463,891.67
"Aug 1, 07:00 pm",2283.53,11.231,128,0.989517,27.263,840.25
"Aug 1, 08:00 pm",2037.19,10.657,134,0.991589,27.363,858.32
"Aug 1, 09:00 pm",2146.02,10.904,136,0.992084,27.363,938.46
"Aug 1, 10:00 pm",2255.18,11.142,128,0.99386,27.263,986.88
"Aug 1, 11:00 pm",1943.31,10.44,140,0.99238,27.263,834.08
"Aug 2, 12:00 am",931.33,8.146,149,0.992281,27.163,380.04
"Aug 2, 01:00 am",932.57,8.146,151,0.992577,26.963,388.01
"Aug 2, 02:00 am",341.484,5.892,153,0.991689,26.663,130.73
"Aug 2, 03:00 am",188.276,4.953,161,0.992676,26.763,77.28
"Aug 2, 04:00 am",198.773,5.042,154,0.991393,26.863,78.8
"Aug 2, 05:00 am",266.752,5.457,142,0.989714,26.863,106.32
"Aug 2, 06:00 am",358.2,5.991,135,0.992084,26.913,150.67
"Aug 2, 07:00 am",476.036,6.525,136,0.994452,26.963,182.11
"Aug 2, 08:00 am",692.311,7.385,145,0.991491,27.763,266.85
"Aug 2, 09:00 am",858.783,7.909,126,0.993071,26.763,372.69
"Aug 2, 10:00 am",2081.92,10.746,123,0.994452,27.163,758.86
"Aug 2, 11:00 am",2504.34,11.853,125,0.992479,27.563,998.86
"Aug 2, 12:00 pm",1996.12,10.568,120,0.991392,27.663,864.37
"Aug 2, 01:00 pm",2012.59,10.598,113,0.992479,27.363,822.81
"Aug 2, 02:00 pm",2477.98,11.784,114,0.988925,26.963,1000.39
"Aug 2, 03:00 pm",2332.64,11.369,119,0.988826,26.963,886.36
"Aug 2, 04:00 pm",2109.05,10.825,122,0.989616,27.063,817.18
"Aug 2, 05:00 pm",2213.87,11.063,123,0.99001,27.063,947.9
"Aug 2, 06:00 pm",1980.28,10.529,111,0.991096,27.313,801.49
"Aug 2, 07:00 pm",1729.48,9.985,111,0.992182,27.563,693.83
"Aug 2, 08:00 pm",1166.99,8.769,121,0.991392,27.363,429.41
"Aug 2, 09:00 pm",1213.45,8.888,124,0.992281,27.363,438.4
"Aug 2, 10:00 pm",943.582,8.176,126,0.993169,27.263,412.43
"Aug 2, 11:00 pm",654.836,7.256,129,0.992873,27.263,255.49
"Aug 3, 12:00 am",595.781,7.049,124,0.992577,27.263,243.23
"Aug 3, 01:00 am",533.54,6.782,126,0.992281,27.363,195.48
"Aug 3, 02:00 am",357.759,5.991,125,0.991985,27.363,148.34
"Aug 3, 03:00 am",394.475,6.179,135,0.992479,27.263,171.44
"Aug 3, 04:00 am",213.353,5.141,131,0.99011,26.863,86.63
"Aug 3, 05:00 am",194.831,5.012,139,0.99001,26.963,72.1
"Aug 3, 06:00 am",167.052,4.775,145,0.990702,26.213,67.91
"Aug 3, 07:00 am",139.196,4.538,111,0.991295,25.463,58.64
"Aug 3, 08:00 am",217.229,5.161,137,0.99159,26.663,85.27
"Aug 3, 09:00 am",191.204,4.983,125,0.991886,27.763,82.29
"Aug 3, 10:00 am",1035.58,8.413,106,0.992775,26.663,426.55
"Aug 3, 11:00 am",1130.28,8.67,110,0.992479,27.463,488.21
"Aug 3, 12:00 pm",1319.96,9.164,114,0.991688,27.363,541.03
"Aug 3, 01:00 pm",1419.09,9.362,114,0.991096,27.263,525.78
"Aug 3, 02:00 pm",1259.95,9.016,118,0.99001,27.263,484.8
"Aug 3, 03:00 pm",1408.92,9.342,110,0.991393,27.163,529.96
"Aug 3, 04:00 pm",1506.35,9.54,113,0.99001,27.063,651.81
"Aug 3, 05:00 pm",1351.53,9.234,117,0.988925,27.063,568.77
"Aug 3, 06:00 pm",1067.68,8.512,112,0.989221,27.013,442.14
"Aug 3, 07:00 pm",815.304,7.78,108,0.989517,26.963,313.14
"Aug 3, 08:00 pm",848.547,7.879,107,0.992281,26.863,317.97
"Aug 3, 09:00 pm",1222.57,8.907,106,0.992281,26.663,514.11
"Aug 3, 10:00 pm",1291.39,9.085,113,0.992479,26.663,513.89
"Aug 3, 11:00 pm",1108.8,8.601,129,0.993861,26.563,419.2
"Aug 4, 12:00 am",901.085,8.047,126,0.992084,26.663,368.84
"Aug 4, 01:00 am",427.917,6.317,128,0.993268,26.663,155.43
"Aug 4, 02:00 am",315.993,5.744,135,0.9909,26.763,122.0
"Aug 4, 03:00 am",366.597,6.04,135,0.991788,26.763,145.72
"Aug 4, 04:00 am",265.802,5.447,139,0.991886,26.763,98.83
"Aug 4, 05:00 am",103.894,4.251,160,0.990307,26.663,45.59
"Aug 4, 06:00 am",118.155,4.37,160,0.990801,26.713,44.51
"Aug 4, 07:00 am",131.097,4.478,136,0.991196,26.763,48.56
"Aug 4, 08:00 am",243.213,5.319,145,0.991688,27.563,91.52
"Aug 4, 09:00 am",178.406,4.864,127,0.995342,26.563,75.2
"Aug 4, 10:00 am",526.498,6.752,123,0.993367,27.763,207.46
"Aug 4, 11:00 am",1034.77,8.423,124,0.992774,27.963,419.32
"Aug 4, 12:00 pm",1822.73,10.173,123,0.992478,27.663,659.25
"Aug 4, 01:00 pm",1795.66,10.114,127,0.992873,27.563,651.38
"Aug 4, 02:00 pm",1135.51,8.7,133,0.98922,28.163,449.28
"Aug 4, 03:00 pm",1288.33,9.095,121,0.990208,27.763,547.97
"Aug 4, 04:00 pm",1532.17,9.59,119,0.990504,27.063,660.09
"Aug 4, 05:00 pm",1443.08,9.412,116,0.989913,26.663,529.52
"Aug 4, 06:00 pm",1223.56,8.907,114,0.990998,26.213,493.18
"Aug 4, 07:00 pm",1034.24,8.403,118,0.992085,25.763,447.89
"Aug 4, 08:00 pm",959.092,8.206,119,0.992184,25.963,375.04
"Aug 4, 09:00 pm",762.503,7.593,125,0.992677,26.063,325.1
"Aug 4, 10:00 pm",707.187,7.415,116,0.992381,26.063,262.15
"Aug 4, 11:00 pm",665.032,7.276,136,0.994453,26.063,289.18
"Aug 5, 12:00 am",373.424,6.07,142,0.993664,26.063,156.88
"Aug 5, 01:00 am",191.192,4.973,148,0.992184,26.063,83.23
"Aug 5, 02:00 am",112.566,4.32,157,0.990307,25.963,46.62
"Aug 5, 03:00 am",13.4044,3.213,181,0.991196,25.963,5.22
"Aug 5, 04:00 am",16.6254,3.253,189,0.990702,25.863,7.23
"Aug 5, 05:00 am",16.4284,3.253,199,0.98863,25.863,6.28
"Aug 5, 06:00 am",0.0,2.254,86,0.989419,25.713,0.0
"Aug 5, 07:00 am",0.0,1.265,214,0.990209,25.563,0.0
"Aug 5, 08:00 am",0.0,0.514,288,0.991294,26.863,0.0
"Aug 5, 09:00 am",0.0,1.443,80,0.991491,28.163,0.0
"Aug 5, 10:00 am",0.0,2.6,73,0.989319,28.863,0.0
"Aug 5, 11:00 am",172.861,4.834,93,0.993267,28.963,73.27
"Aug 5, 12:00 pm",1079.35,8.542,95,0.9908,27.563,452.34
"Aug 5, 01:00 pm",1471.07,9.461,91,0.991689,26.763,537.09
"Aug 5, 02:00 pm",989.726,8.304,92,0.989714,26.963,386.96
"Aug 5, 03:00 pm",762.163,7.612,93,0.989517,27.363,291.62
"Aug 5, 04:00 pm",519.93,6.732,98,0.988629,27.463,199.84
"Aug 5, 05:00 pm",485.843,6.584,104,0.987938,27.163,213.11
"Aug 5, 06:00 pm",349.609,5.951,110,0.98774,27.013,143.84
"Aug 5, 07:00 pm",242.653,5.319,86,0.987543,26.863,101.29
"Aug 5, 08:00 pm",128.701,4.459,84,0.990307,26.863,56.39
"Aug 5, 09:00 pm",369.369,6.06,82,0.990702,26.863,144.12
"Aug 5, 10:00 pm",206.146,5.101,88,0.989221,26.863,87.44
"Aug 5, 11:00 pm",92.9348,4.162,93,0.989418,26.863,36.69
"Aug 6, 12:00 am",60.8334,3.806,128,0.989715,26.463,26.13
"Aug 6, 01:00 am",0.0,2.778,162,0.992282,25.063,0.0
"Aug 6, 02:00 am",0.0,1.275,143,0.990012,25.163,0.0
"Aug 6, 03:00 am",0.0,0.455,119,0.989222,25.663,0.0
"Aug 6, 04:00 am",0.0,0.465,230,0.988728,25.763,0.0
"Aug 6, 05:00 am",0.0,1.384,349,0.988433,24.763,0.0
"Aug 6, 06:00 am",0.0,2.007,46,0.988827,25.563,0.0
"Aug 6, 07:00 am",0.0,2.64,339,0.989123,26.363,0.0
"Aug 6, 08:00 am",0.0,2.452,32,0.988629,26.963,0.0
"Aug 6, 09:00 am",47.9503,3.648,43,0.991589,27.563,20.11
"Aug 6, 10:00 am",165.167,4.765,73,0.992872,27.763,62.48
"Aug 6, 11:00 am",446.155,6.406,79,0.991984,27.663,162.7
"Aug 6, 12:00 pm",619.403,7.148,89,0.990899,27.463,237.85
"Aug 6, 01:00 pm",548.177,6.851,92,0.989221,27.163,218.14
"Aug 6, 02:00 pm",646.208,7.237,94,0.989023,26.963,241.32
"Aug 6, 03:00 pm",437.412,6.367,99,0.989122,26.663,169.88
"Aug 6, 04:00 pm",320.613,5.774,85,0.988727,26.663,125.68
"Aug 6, 05:00 pm",172.331,4.824,86,0.98863,26.463,62.83
"Aug 6, 06:00 pm",97.1426,4.192,83,0.989715,25.913,39.5
"Aug 6, 07:00 pm",41.4109,3.559,74,0.990703,25.363,17.84
"Aug 6, 08:00 pm",38.1882,3.519,93,0.991197,25.363,14.21
"Aug 6, 09:00 pm",0.0,2.185,116,0.994355,25.563,0.0
"Aug 6, 10:00 pm",0.0,2.57,168,0.993072,25.563,0.0
"Aug 6, 11:00 pm",0.0,2.986,151,0.992677,25.563,0.0
"Aug 7, 12:00 am",73.2657,3.954,129,0.991986,25.663,30.48
"Aug 7, 01:00 am",62.1464,3.816,133,0.991986,25.763,24.41
"Aug 7, 02:00 am",110.425,4.3,135,0.991789,25.963,44.21
"Aug 7, 03:00 am",63.634,3.836,158,0.991294,26.063,22.95
"Aug 7, 04:00 am",13.9881,3.223,175,0.989321,26.163,5.81
"Aug 7, 05:00 am",0.0,2.966,186,0.99011,26.263,0.0
"Aug 7, 06:00 am",30.8047,3.43,152,0.991393,26.263,11.18
"Aug 7, 07:00 am",69.1698,3.905,210,0.992578,26.263,26.94
"Aug 7, 08:00 am",155.503,4.676,202,0.992281,26.363,68.16
"Aug 7, 09:00 am",0.0,3.015,225,0.99307,27.763,0.0
